"age","job","marital","education","default","balance","housing","loan","previous","poutcome","P (y=no)","P (y=yes)","Prediction (y)","Prediction (y) (Confidence)"
37,"unemployed","single","tertiary","no",1316,"yes","no",2,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
50,"technician","married","secondary","no",-353,"yes","yes",2,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
39,"management","divorced","tertiary","no",5009,"yes","no",2,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
31,"admin.","divorced","secondary","no",93,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
51,"self-employed","divorced","secondary","no",7848,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
56,"admin.","divorced","secondary","no",0,"no","no",2,"failure",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
30,"admin.","divorced","secondary","no",83,"yes","yes",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
53,"entrepreneur","married","unknown","no",19850,"no","no",1,"failure",0.7599999904632568,0.23999999463558197,"no",0.7599999904632568
46,"management","married","secondary","no",430,"yes","no",0,"unknown",1,0,"no",1
50,"services","married","primary","no",1260,"no","no",0,"unknown",1,0,"no",1
46,"technician","divorced","secondary","yes",-1361,"yes","yes",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
57,"blue-collar","married","secondary","no",649,"yes","no",0,"unknown",1,0,"no",1
53,"management","married","tertiary","no",800,"no","no",0,"unknown",1,0,"no",1
47,"entrepreneur","married","tertiary","no",0,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
33,"blue-collar","married","secondary","no",157,"yes","no",1,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
45,"technician","married","secondary","no",3395,"yes","no",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
39,"blue-collar","divorced","primary","no",3970,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"services","single","secondary","no",32,"no","no",0,"unknown",1,0,"no",1
34,"admin.","married","secondary","no",45,"yes","no",0,"unknown",1,0,"no",1
37,"services","single","secondary","no",54,"yes","no",1,"failure",1,0,"no",1
46,"technician","single","secondary","no",1758,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"technician","married","secondary","no",1441,"yes","no",2,"other",0.7099999785423279,0.28999999165534973,"no",0.7099999785423279
51,"retired","single","tertiary","no",730,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"technician","married","secondary","no",24,"yes","no",0,"unknown",1,0,"no",1
32,"management","single","tertiary","no",135,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
40,"technician","single","secondary","no",159,"yes","no",0,"unknown",1,0,"no",1
59,"retired","married","tertiary","no",538,"no","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
32,"services","single","secondary","no",936,"yes","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
41,"technician","married","secondary","no",2123,"no","no",2,"failure",0.7200000286102295,0.2800000011920929,"no",0.7200000286102295
50,"blue-collar","divorced","primary","no",155,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
49,"self-employed","married","tertiary","no",8142,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
50,"technician","married","secondary","no",232,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"entrepreneur","divorced","tertiary","no",0,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
46,"blue-collar","married","primary","no",771,"yes","no",0,"unknown",1,0,"no",1
36,"management","married","tertiary","no",6172,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"blue-collar","married","primary","no",2878,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
46,"unemployed","married","secondary","no",16397,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
34,"blue-collar","married","secondary","no",233,"yes","no",0,"unknown",1,0,"no",1
32,"entrepreneur","married","tertiary","no",11591,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
55,"management","divorced","tertiary","no",0,"no","no",0,"unknown",0.800000011920929,0.20000000298023224,"no",0.800000011920929
52,"admin.","divorced","secondary","no",2717,"no","no",2,"failure",0.800000011920929,0.20000000298023224,"no",0.800000011920929
44,"management","married","tertiary","no",3603,"yes","no",0,"unknown",1,0,"no",1
38,"technician","married","tertiary","no",3234,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
32,"services","single","secondary","no",48,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"management","married","secondary","no",53,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"services","single","secondary","no",0,"no","no",0,"unknown",1,0,"no",1
33,"self-employed","divorced","tertiary","no",454,"no","yes",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
43,"technician","married","secondary","no",17655,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
58,"technician","single","secondary","no",8600,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
50,"blue-collar","married","primary","no",5776,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
36,"services","married","primary","no",413,"yes","no",0,"unknown",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
33,"entrepreneur","married","primary","no",82,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"management","married","tertiary","no",4943,"yes","no",2,"failure",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
38,"admin.","single","tertiary","no",4,"yes","yes",0,"unknown",0.8500000238418579,0.15000000596046448,"no",0.8500000238418579
52,"housemaid","married","secondary","no",1182,"yes","no",0,"unknown",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
35,"technician","married","secondary","no",1854,"yes","no",0,"unknown",1,0,"no",1
50,"admin.","single","secondary","no",642,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
59,"blue-collar","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
49,"management","single","tertiary","no",1093,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"technician","single","tertiary","no",159,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
31,"management","single","secondary","no",99,"yes","yes",0,"unknown",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
30,"management","single","secondary","no",460,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
54,"management","married","tertiary","no",214,"yes","no",0,"unknown",1,0,"no",1
49,"blue-collar","single","primary","yes",-2604,"yes","no",0,"unknown",0.8600000143051147,0.14000000059604645,"no",0.8600000143051147
30,"management","single","tertiary","no",12569,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
32,"management","single","tertiary","no",27,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
35,"blue-collar","married","secondary","no",87,"no","no",0,"unknown",1,0,"no",1
32,"admin.","married","secondary","no",1785,"yes","no",6,"other",0.7699999809265137,0.23000000417232513,"no",0.7699999809265137
55,"services","married","secondary","no",3546,"yes","yes",2,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
40,"self-employed","married","secondary","no",1216,"yes","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
38,"blue-collar","married","secondary","no",2008,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
34,"blue-collar","married","primary","no",2320,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"admin.","single","secondary","no",2076,"no","yes",7,"other",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
46,"blue-collar","single","primary","no",3046,"yes","yes",1,"other",0.949999988079071,0.05000000074505806,"no",0.949999988079071
44,"technician","married","secondary","no",533,"yes","no",2,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"management","single","tertiary","no",2928,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
48,"management","married","tertiary","no",-1080,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
33,"management","single","tertiary","no",275,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
36,"entrepreneur","married","secondary","no",215,"yes","yes",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
51,"blue-collar","divorced","secondary","no",1524,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
57,"technician","married","secondary","no",6362,"yes","yes",0,"unknown",1,0,"no",1
36,"blue-collar","married","secondary","no",2894,"yes","no",1,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
32,"self-employed","single","tertiary","no",519,"yes","no",0,"unknown",0.8100000023841858,0.1899999976158142,"no",0.8100000023841858
34,"management","married","tertiary","no",11,"yes","no",1,"failure",0.7699999809265137,0.23000000417232513,"no",0.7699999809265137
35,"entrepreneur","married","secondary","no",1309,"yes","no",0,"unknown",1,0,"no",1
32,"management","married","tertiary","no",3107,"yes","yes",1,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
48,"blue-collar","married","secondary","no",3008,"yes","yes",3,"failure",1,0,"no",1
48,"management","married","tertiary","no",1600,"no","no",0,"unknown",1,0,"no",1
54,"management","divorced","primary","no",210,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
51,"unemployed","divorced","tertiary","no",5,"no","no",0,"unknown",0.75,0.25,"no",0.75
38,"management","married","tertiary","yes",540,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
48,"blue-collar","married","primary","no",-298,"yes","no",0,"unknown",1,0,"no",1
35,"admin.","married","secondary","no",421,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
41,"self-employed","married","tertiary","no",6000,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
36,"services","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
45,"self-employed","married","tertiary","no",35589,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
38,"self-employed","married","tertiary","no",3139,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"entrepreneur","married","tertiary","no",0,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
47,"admin.","single","secondary","no",19,"yes","yes",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
34,"services","divorced","secondary","no",107,"no","yes",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
57,"management","divorced","tertiary","no",236,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
41,"management","married","secondary","no",99,"yes","no",0,"unknown",1,0,"no",1
36,"services","single","secondary","no",1482,"yes","no",1,"other",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
48,"management","single","tertiary","no",3713,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"management","married","tertiary","no",11,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
38,"entrepreneur","married","tertiary","no",678,"no","yes",1,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
47,"admin.","single","secondary","no",2540,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
42,"entrepreneur","married","tertiary","no",337,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
45,"management","married","tertiary","no",-73,"no","no",0,"unknown",1,0,"no",1
57,"management","married","tertiary","no",1357,"yes","yes",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
39,"entrepreneur","married","secondary","no",11887,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
36,"management","married","secondary","no",-148,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
54,"blue-collar","married","secondary","no",506,"yes","no",2,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
36,"services","single","secondary","no",461,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
33,"admin.","married","tertiary","no",99,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
35,"management","married","tertiary","no",646,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
32,"management","single","secondary","no",416,"yes","no",0,"unknown",1,0,"no",1
49,"management","divorced","tertiary","no",0,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"management","married","tertiary","no",5,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"technician","single","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
59,"entrepreneur","married","tertiary","no",1553,"no","yes",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
